curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_day/10.1016_j.solener.2019.10.034/Fig1_A_pce/10.1016_j.solener.2019.10.034__Fig1__A__pce__Spiro-OMeTAD__Series_2.csv,x_time_day,10.1016/j.solener.2019.10.034,Fig1_A,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",50,,198.81970583994712,8,99.40985291997356,days
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__0_mg_ml_PbS__Series_4.csv,x_time_day,10.1016/j.solener.2020.03.034,Fig6_D,Series_4,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",13,,198.1027582777614,8,99.0513791388807,days
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__1_mg_ml_PbS__Series_1.csv,x_time_day,10.1016/j.solener.2020.03.034,Fig6_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",52,,198.1027582777614,8,99.0513791388807,days
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__3_mg_ml_PbS__Series_2.csv,x_time_day,10.1016/j.solener.2020.03.034,Fig6_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 99% of window)",51,,198.1027582777614,8,99.0513791388807,days
x_time_day/10.1016_j.solener.2020.03.034/Fig6_D_stability_performance_curve_pce/10.1016_j.solener.2020.03.034__Fig6__D__stability_performance_curve_pce__5_mg_ml_PbS__Series_3.csv,x_time_day,10.1016/j.solener.2020.03.034,Fig6_D,Series_3,excluded,"Too few unique time points (7) in [0,200]h window (data spans 99% of window)",51,,198.1027582777614,7,99.0513791388807,days
x_time_day/10.1016_j.solmat.2016.12.025/Fig3_C_stability_performance_curve_pce/10.1016_j.solmat.2016.12.025__Fig3__C__stability_performance_curve_pce__By_normal_Pbl2__Series_2.csv,x_time_day,10.1016/j.solmat.2016.12.025,Fig3_C,Series_2,excluded,Curve max time 165.6h < 200.0h (curve too short),52,,167.5158678920236,52,83.7579339460118,days
x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__Control__Series_1.csv,x_time_day,10.1016/j.solmat.2017.07.022,Fig7,Series_1,excluded,Curve max time 167.0h < 200.0h (curve too short),70,,168.79407046550543,70,84.39703523275271,days
x_time_day/10.1016_j.solmat.2017.07.022/Fig7_whole_stability/10.1016_j.solmat.2017.07.022__Fig7__whole__stability__PDDA-perovskite__Series_2.csv,x_time_day,10.1016/j.solmat.2017.07.022,Fig7,Series_2,excluded,Curve max time 166.1h < 200.0h (curve too short),69,,166.34777958919372,69,83.17388979459686,days
x_time_day/10.1016_j.solmat.2018.07.009/Fig5_F_stability_performance_curve_pce/10.1016_j.solmat.2018.07.009__Fig5__F__stability_performance_curve_pce__CH3NH3PbI3cell__Series_1.csv,x_time_day,10.1016/j.solmat.2018.07.009,Fig5_F,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 64% of window)",6,,127.14071469423266,6,63.57035734711632,days
x_time_day/10.1016_j.solmat.2019.110284/Fig3_B_structure/10.1016_j.solmat.2019.110284__Fig3__B__structure__Temperature_30_oC__Series_2.csv,x_time_day,10.1016/j.solmat.2019.110284,Fig3_B,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 23% of window)",5,,46.18286961854709,5,23.091434809273544,days
"x_time_day/10.1016_j.solmat.2019.110284/Fig6_D_stability_performance_curve_structure/10.1016_j.solmat.2019.110284__Fig6__D__stability_performance_curve_structure__planar_n-i-pcells,_30-60%_RH__Series_2.csv",x_time_day,10.1016/j.solmat.2019.110284,Fig6_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 94% of window)",68,,187.53635183156524,8,93.76817591578262,days
x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__ALD-Al₂O3encapsulation__Series_1.csv,x_time_day,10.1016/j.solmat.2019.110289,Fig4_A,Series_1,excluded,"Too few unique time points (2) in [0,200]h window (data spans 65% of window)",54,,130.19257476672612,2,65.09628738336306,days
x_time_day/10.1016_j.solmat.2019.110289/Fig4_A_jv_curve_stability_performance_pce_ff/10.1016_j.solmat.2019.110289__Fig4__A__jv_curve_stability_performance_pce_ff__No_encapsulation__Series_2.csv,x_time_day,10.1016/j.solmat.2019.110289,Fig4_A,Series_2,excluded,"Too few unique time points (2) in [0,200]h window (data spans 65% of window)",54,,130.19257476672612,2,65.09628738336306,days
x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/10.1016_j.solmat.2020.110478__Fig8__D__pce__MAPbI₃__Series_1.csv,x_time_day,10.1016/j.solmat.2020.110478,Fig8_D,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",50,,174.2026577842188,4,87.1013288921094,days
x_time_day/10.1016_j.solmat.2020.110478/Fig8_D_pce/10.1016_j.solmat.2020.110478__Fig8__D__pce__MA₀.₈Cs₀.₂Pb(I₀.₈Br₀.₂)₃__Series_2.csv,x_time_day,10.1016/j.solmat.2020.110478,Fig8_D,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",50,,174.2026577842188,4,87.1013288921094,days
x_time_day/10.1021_acs.chemmater.5b03137/Fig3_B_profile/10.1021_acs.chemmater.5b03137__Fig3__B__profile__B__Series_2.csv,x_time_day,10.1021/acs.chemmater.5b03137,Fig3_B,Series_2,excluded,Curve max time 81.5h < 200.0h (curve too short),34,,82.608529883068,34,41.304264941534,days
x_time_day/10.1021_acs.jpcc.0c02628/Fig6_B_stability_performance_curve_pce/10.1021_acs.jpcc.0c02628__Fig6__B__stability_performance_curve_pce__SnO₂__Series_2.csv,x_time_day,10.1021/acs.jpcc.0c02628,Fig6_B,Series_2,excluded,Curve max time 165.5h < 200.0h (curve too short),43,,165.12988384071863,43,82.56494192035932,days
x_time_day/10.1021_acs.jpcc.0c05649/Fig7_A_stability_performance_curve_pce/10.1021_acs.jpcc.0c05649__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,x_time_day,10.1021/acs.jpcc.0c05649,Fig7_A,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 97% of window)",59,,194.0353939600247,9,97.01769698001235,days
x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__MAPbI₃_+_NDM__Series_1.csv,x_time_day,10.1021/acs.jpcc.8b09722,Fig2_B,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 80% of window)",63,,160.29830779442273,5,80.14915389721136,days
x_time_day/10.1021_acs.jpcc.8b09722/Fig2_B_stability_performance_curve/10.1021_acs.jpcc.8b09722__Fig2__B__stability_performance_curve__Pristine_MAPbI₃__Series_2.csv,x_time_day,10.1021/acs.jpcc.8b09722,Fig2_B,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 80% of window)",62,,160.2983077944228,4,80.1491538972114,days
x_time_day/10.1021_acs.jpclett.0c01134/Fig4_G_stability_performance_curve_pce/10.1021_acs.jpclett.0c01134__Fig4__G__stability_performance_curve_pce__3D__Series_2.csv,x_time_day,10.1021/acs.jpclett.0c01134,Fig4_G,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 95% of window)",14,,189.56480197549607,5,94.78240098774803,days
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__Control-HP__Series_2.csv,x_time_day,10.1021/acs.nanolett.9b02142,Fig1_C,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 84% of window)",56,,168.52929528539426,3,84.26464764269713,days
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_C_stability_performance_curve_voc/10.1021_acs.nanolett.9b02142__Fig1__C__stability_performance_curve_voc__LD-HP__Series_1.csv,x_time_day,10.1021/acs.nanolett.9b02142,Fig1_C,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 84% of window)",56,,168.52929528539426,3,84.26464764269713,days
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__Control-HP__Series_1.csv,x_time_day,10.1021/acs.nanolett.9b02142,Fig1_D,Series_1,excluded,"Too few unique time points (3) in [0,200]h window (data spans 67% of window)",49,,134.28092682501995,3,67.14046341250997,days
x_time_day/10.1021_acs.nanolett.9b02142/Fig1_D_stability_performance_curve_pce/10.1021_acs.nanolett.9b02142__Fig1__D__stability_performance_curve_pce__LD-HP__Series_2.csv,x_time_day,10.1021/acs.nanolett.9b02142,Fig1_D,Series_2,excluded,"Too few unique time points (3) in [0,200]h window (data spans 67% of window)",54,,134.28092682501995,3,67.14046341250997,days
x_time_day/10.1021_acsaem.0c01571/Fig4_F_stability_performance_curve_pce/10.1021_acsaem.0c01571__Fig4__F__stability_performance_curve_pce__MAPbl-IPA__Series_1.csv,x_time_day,10.1021/acsaem.0c01571,Fig4_F,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 89% of window)",49,,177.17692282645743,5,88.58846141322871,days
x_time_day/10.1021_acsaem.1c00032/Fig6_F_stability_performance_curve_voc/10.1021_acsaem.1c00032__Fig6__F__stability_performance_curve_voc__。without_CsBr__Series_1.csv,x_time_day,10.1021/acsaem.1c00032,Fig6_F,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 91% of window)",30,,181.1457365999026,6,90.5728682999513,days
x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__0mg_mL__Series_2.csv,x_time_day,10.1021/acsaem.1c00192,Fig5_D,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 90% of window)",43,,179.95347563056583,9,89.97673781528292,days
x_time_day/10.1021_acsaem.1c00192/Fig5_D_stability_performance_curve_pce/10.1021_acsaem.1c00192__Fig5__D__stability_performance_curve_pce__1mg_mL__Series_1.csv,x_time_day,10.1021/acsaem.1c00192,Fig5_D,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 90% of window)",43,,179.95347563056583,9,89.97673781528292,days
x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__C1__Series_2.csv,x_time_day,10.1021/acsami.0c03180,Fig8_D,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 83% of window)",52,,166.32428473388183,4,83.16214236694091,days
x_time_day/10.1021_acsami.0c03180/Fig8_D_stability_performance_curve_pce/10.1021_acsami.0c03180__Fig8__D__stability_performance_curve_pce__D₁__Series_1.csv,x_time_day,10.1021/acsami.0c03180,Fig8_D,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 83% of window)",51,,166.32428473388183,4,83.16214236694091,days
x_time_day/10.1021_acsami.0c05527/Fig7_C_stability_performance_curve/10.1021_acsami.0c05527__Fig7__C__stability_performance_curve__Sn-based__Series_2.csv,x_time_day,10.1021/acsami.0c05527,Fig7_C,Series_2,excluded,Curve max time 167.1h < 200.0h (curve too short),73,,167.01056916219653,73,83.50528458109827,days
x_time_day/10.1021_acsami.6b15563/Fig5_F_stability_performance_curve_pce/10.1021_acsami.6b15563__Fig5__F__stability_performance_curve_pce__CA__Series_2.csv,x_time_day,10.1021/acsami.6b15563,Fig5_F,Series_2,excluded,Curve max time 186.4h < 200.0h (curve too short),26,,190.62263411300998,26,95.31131705650499,days
x_time_day/10.1021_acsami.8b09461/Fig8_A_stability_performance_curve_pce/10.1021_acsami.8b09461__Fig8__A__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1021/acsami.8b09461,Fig8_A,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 90% of window)",63,,179.29353800233915,7,89.64676900116957,days
x_time_day/10.1021_acsami.8b10062/Fig9_C_stability_performance_curve_pce/10.1021_acsami.8b10062__Fig9__C__stability_performance_curve_pce__TiO2__Series_2.csv,x_time_day,10.1021/acsami.8b10062,Fig9_C,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 88% of window)",41,,176.620746479907,6,88.3103732399535,days
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/10.1021_acsami.8b18200__Fig7__C__eqe__NiO_(No_PVP)__Series_2.csv,x_time_day,10.1021/acsami.8b18200,Fig7_C,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",42,,173.91980873058483,4,86.95990436529242,days
x_time_day/10.1021_acsami.8b18200/Fig7_C_eqe/10.1021_acsami.8b18200__Fig7__C__eqe__PEDOT_PSS(NoPVP)__Series_1.csv,x_time_day,10.1021/acsami.8b18200,Fig7_C,Series_1,excluded,"Too few unique time points (4) in [0,200]h window (data spans 87% of window)",39,,173.91980873058492,4,86.95990436529246,days
x_time_day/10.1021_acsami.8b22040/Fig5_A_stability_performance_curve_pce/10.1021_acsami.8b22040__Fig5__A__stability_performance_curve_pce__Control__Series_2.csv,x_time_day,10.1021/acsami.8b22040,Fig5_A,Series_2,excluded,"Too few unique time points (5) in [0,200]h window (data spans 95% of window)",61,,189.6976244542491,5,94.84881222712455,days
x_time_day/10.1021_acsami.9b07318/Fig8_A_stability_performance_curve_pce/10.1021_acsami.9b07318__Fig8__A__stability_performance_curve_pce__PSK_C__Series_1.csv,x_time_day,10.1021/acsami.9b07318,Fig8_A,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",72,,184.04631769257796,7,92.02315884628898,days
x_time_day/10.1021_acsami.9b08714/Fig5_D_stability_performance_curve_pce/10.1021_acsami.9b08714__Fig5__D__stability_performance_curve_pce__Spiro-OMeTAD__Series_1.csv,x_time_day,10.1021/acsami.9b08714,Fig5_D,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 85% of window)",53,,170.5019993101551,5,85.25099965507755,days
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D+BAI__Series_3.csv,x_time_day,10.1021/acsami.9b17930,Fig8_B,Series_3,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",44,,197.42231706783443,9,98.71115853391721,days
x_time_day/10.1021_acsami.9b17930/Fig8_B_stability_performance_curve_pce/10.1021_acsami.9b17930__Fig8__B__stability_performance_curve_pce__3D__Series_1.csv,x_time_day,10.1021/acsami.9b17930,Fig8_B,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",44,,197.42231706783443,9,98.71115853391721,days
x_time_day/10.1021_acsami.9b18572/Fig4_K_stability_performance_curve_pce_2/10.1021_acsami.9b18572__Fig4__K__stability_performance_curve_pce_2__Control__Series_1.csv,x_time_day,10.1021/acsami.9b18572,Fig4_K,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",34,,195.34542665066712,9,97.67271332533356,days
x_time_day/10.1021_acsami.9b22627/Fig9_A_chart/10.1021_acsami.9b22627__Fig9__A__chart__MAPbI₃₋ₓClₓ__Series_2.csv,x_time_day,10.1021/acsami.9b22627,Fig9_A,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 92% of window)",59,,183.3001390066446,4,91.6500695033223,days
x_time_day/10.1021_acsenergylett.1c00342/Fig5_D_stability/10.1021_acsenergylett.1c00342__Fig5__D__stability__CsSnl₃__Series_1.csv,x_time_day,10.1021/acsenergylett.1c00342,Fig5_D,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 94% of window)",54,,188.50572098024165,8,94.25286049012082,days
x_time_day/10.1021_acsenergylett.1c00531/Fig6_B_stability_performance_curve_pce/10.1021_acsenergylett.1c00531__Fig6__B__stability_performance_curve_pce__o-Pristine_PSC__Series_2.csv,x_time_day,10.1021/acsenergylett.1c00531,Fig6_B,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 85% of window)",21,,169.2972829309948,4,84.6486414654974,days
x_time_day/10.1021_acsenergylett.8b00085/Fig2_F_stability_performance_curve_image/10.1021_acsenergylett.8b00085__Fig2__F__stability_performance_curve_image__FASnl3__Series_2.csv,x_time_day,10.1021/acsenergylett.8b00085,Fig2_F,Series_2,excluded,Curve max time 119.8h < 200.0h (curve too short),67,,120.77314620319568,67,60.38657310159784,days
x_time_day/10.1021_acsomega.0c03184/Fig3_C_stability_performance_curve/10.1021_acsomega.0c03184__Fig3__C__stability_performance_curve__AZO-IV__Series_3.csv,x_time_day,10.1021/acsomega.0c03184,Fig3_C,Series_3,excluded,"Too few unique time points (3) in [0,200]h window (data spans 99% of window)",43,,197.9687489477858,3,98.9843744738929,days
x_time_day/10.1021_acsomega.4c02656/Fig7_B_stability_performance_curve_pce/10.1021_acsomega.4c02656__Fig7__B__stability_performance_curve_pce__Control__Series_2.csv,x_time_day,10.1021/acsomega.4c02656,Fig7_B,Series_2,excluded,"Too few unique time points (4) in [0,200]h window (data spans 99% of window)",62,,197.3052674467656,4,98.6526337233828,days
x_time_day/10.1039_D5SC05095B/Fig5_I_eis_plot_stability_performance_curve_pce_device_structure/10.1039_D5SC05095B__Fig5__I__eis_plot_stability_performance_curve_pce_device_structure__W_O_AMPM__Series_1.csv,x_time_day,10.1039/D5SC05095B,Fig5_I,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 98% of window)",48,,196.94028510840016,9,98.47014255420008,days
x_time_day/10.1039_c6nr06670d/Fig7_whole_stability_performance_curve_pce/10.1039_c6nr06670d__Fig7__whole__stability_performance_curve_pce__ITO_PEDOT_PSS_MAPb(I1.BrJ₃_PCBM_Al__Series_2.csv,x_time_day,10.1039/c6nr06670d,Fig7,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 89% of window)",71,,177.45029161454931,8,88.72514580727466,days
x_time_day/10.1039_c6nr07689k/Fig10_D_stability_performance_curve/10.1039_c6nr07689k__Fig10__D__stability_performance_curve__PSC-0__Series_1.csv,x_time_day,10.1039/c6nr07689k,Fig10_D,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 88% of window)",50,,175.42907305067197,7,87.71453652533599,days
