curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0623,IFO-Bridge,13.25293516,0.00863140,0.01166725,0.75499177,292,0.68581818,,,0.98075888,,0.77655560,,,,,22.48236718,55.47183960,0.93826595,,,,
SYN-0624,IFO-Bridge,18.06266194,0.00804841,0.01246255,0.77315136,294,0.58484519,,,0.96732465,,0.86438858,,,,,26.64056438,66.68434446,0.94040004,,,,
SYN-0625,IFO-Valley,16.59787601,0.00436292,0.00956232,0.78493065,294,0.97805676,,,,,0.59120288,,,,,,,,32.72721706,90.66402836,0.33053345,0.84681247
SYN-0626,IFO-Hill,12.48050244,0.00935017,0.00496181,0.90448438,282,0.52161985,21.84765726,74.98177322,0.98384570,0.49417078,0.20970019,,,,,,,,,,,
SYN-0627,IFO-Valley,20.51061680,0.00311161,0.00663529,0.81836614,293,0.95032422,,,,,0.63717650,,,,,,,,30.51383430,85.07860344,0.27406851,0.91562910
SYN-0628,IFO-Slope,21.97339465,0.00886449,0.00760334,0.73800698,291,0.97020158,,,,,0.35409457,0.48241683,18.10571488,178.78241156,0.17646461,,,,,,,
SYN-0629,IFO-Slope,9.09328628,0.00486657,0.01173661,0.89886247,291,0.99645613,,,,,0.32471567,0.50856626,13.51892258,177.81719432,0.14463111,,,,,,,
SYN-0630,IFO-Hill,19.17577362,0.00637184,0.00825021,0.85681948,285,0.55298233,23.39672716,67.48913165,0.97390420,0.53609721,0.29294612,,,,,,,,,,,
SYN-0631,IFO-Hill,19.12862624,0.00342477,0.00745793,0.83656759,297,0.54038153,25.38240884,69.01141677,0.97380265,0.42596450,0.22725654,,,,,,,,,,,
SYN-0632,IFO-Bridge,15.54875018,0.00585698,0.01308087,0.82302715,291,0.67073038,,,0.97482157,,0.78354879,,,,,24.38701170,60.88678984,0.93652107,,,,
SYN-0633,IFO-Hill,11.06504412,0.00812441,0.00615878,0.83275936,294,0.48509679,17.79404400,56.38867294,0.99298781,0.52436865,0.33612408,,,,,,,,,,,
SYN-0634,IFO-Slope,13.78044201,0.00979537,0.01040148,0.79030385,293,0.98253329,,,,,0.28641850,0.60780120,18.95784062,222.97604839,0.11198789,,,,,,,
SYN-0635,IFO-Bridge,21.44329243,0.00634559,0.01172456,0.84685941,287,0.69931090,,,0.98996932,,0.83185576,,,,,24.52697150,75.55725548,0.96429024,,,,
SYN-0636,IFO-Hill,16.42865983,0.00981589,0.00901677,0.81100476,292,0.49705476,30.18669950,54.09047898,0.98895157,0.39072718,0.25256076,,,,,,,,,,,
SYN-0637,IFO-Bridge,15.62164927,0.00996619,0.00561080,0.74530987,291,0.65789018,,,0.97263726,,0.79873106,,,,,25.64134757,57.89881480,0.94523316,,,,
SYN-0638,IFO-Bridge,9.36529923,0.00591661,0.01143530,0.82376038,287,0.69598368,,,0.96411805,,0.77288704,,,,,32.08366307,73.71047031,0.91942196,,,,
SYN-0639,IFO-Valley,23.49693604,0.00337488,0.01193775,0.89715766,297,0.95692795,,,,,0.63982258,,,,,,,,38.58223984,99.61731491,0.30685706,0.89633383
SYN-0640,IFO-Valley,19.90045555,0.00589468,0.01128781,0.73171493,298,0.99831111,,,,,0.60520845,,,,,,,,27.37925466,84.35725929,0.30705531,0.91992962
SYN-0641,IFO-Bridge,10.52496536,0.00932140,0.00983068,0.91343880,295,0.65111944,,,0.97973665,,0.84477987,,,,,19.79326269,78.78299187,0.95721055,,,,
SYN-0642,IFO-Hill,19.82593044,0.00938923,0.00799730,0.78716751,296,0.49262011,27.78249960,66.13238506,0.98538507,0.47504918,0.22226710,,,,,,,,,,,
SYN-0643,IFO-Valley,20.25933133,0.00462134,0.00583690,0.73193579,297,0.99405204,,,,,0.66034851,,,,,,,,32.33637439,78.26041188,0.28396102,0.79812075
SYN-0644,IFO-Hill,10.15590411,0.00495385,0.00454367,0.88906606,292,0.46600916,30.07388671,57.46695618,0.97426554,0.50054933,0.25874347,,,,,,,,,,,
SYN-0645,IFO-Hill,17.31385826,0.00384089,0.01244780,0.72192169,289,0.47593802,26.19383077,68.68570082,0.99234732,0.48673438,0.33973191,,,,,,,,,,,
SYN-0646,IFO-Valley,12.33619688,0.00743228,0.01396417,0.83787571,295,0.95759574,,,,,0.66842963,,,,,,,,27.85929829,103.32940914,0.33143407,0.79907707
SYN-0647,IFO-Bridge,10.77063959,0.00851959,0.00778335,0.81876092,296,0.64815538,,,0.98272997,,0.79173037,,,,,28.65975708,55.03191343,0.97504197,,,,
SYN-0648,IFO-Slope,18.69449925,0.00858340,0.00581988,0.89647879,296,0.97742384,,,,,0.33561151,0.50749231,17.73805172,229.90875580,0.11408278,,,,,,,
SYN-0649,IFO-Valley,16.50471103,0.00500292,0.01371924,0.73639349,289,0.95094240,,,,,0.68345032,,,,,,,,28.73763211,95.83383505,0.42605547,0.85779677
SYN-0650,IFO-Bridge,10.98753299,0.00494405,0.01002854,0.73093364,291,0.67650231,,,0.96768797,,0.85122210,,,,,28.89754621,74.53423525,0.92390512,,,,
SYN-0651,IFO-Slope,17.57322159,0.00896836,0.00838571,0.72053751,287,0.96493478,,,,,0.28113350,0.59711389,10.71439533,211.40503180,0.11213549,,,,,,,
SYN-0652,IFO-Slope,10.93718309,0.00482075,0.01058467,0.91174354,287,0.97661254,,,,,0.30954689,0.55312668,17.53189226,186.31664822,0.14290354,,,,,,,
SYN-0653,IFO-Bridge,16.84991798,0.00724769,0.01204687,0.82977008,296,0.61453674,,,0.96126414,,0.79136866,,,,,27.76040944,55.87906146,0.91994013,,,,
SYN-0654,IFO-Slope,23.33124680,0.00901815,0.00933786,0.75015027,297,0.98147145,,,,,0.33873775,0.54051742,18.17920672,215.37801166,0.14770002,,,,,,,
SYN-0655,IFO-Bridge,12.22919232,0.00525419,0.00979238,0.89849590,295,0.55323394,,,0.98880749,,0.79971092,,,,,22.49536914,81.48925903,0.94760741,,,,
SYN-0656,IFO-Hill,8.55313874,0.00565262,0.00872613,0.81665568,288,0.50955470,25.16417755,70.90666020,0.98413193,0.44605844,0.27177605,,,,,,,,,,,
SYN-0657,IFO-Valley,22.27833265,0.00350053,0.00441512,0.84038114,296,0.99194072,,,,,0.72466209,,,,,,,,40.04512262,101.94344632,0.34927994,0.87126816
SYN-0658,IFO-Valley,20.59989435,0.00341695,0.00625633,0.75103558,290,0.96401402,,,,,0.60063130,,,,,,,,24.72756644,78.20951925,0.34912796,0.91262937
SYN-0659,IFO-Slope,13.47252414,0.00824647,0.01160837,0.89379619,287,0.99618346,,,,,0.24290895,0.64708109,13.82651018,152.84115800,0.12807546,,,,,,,
SYN-0660,IFO-Hill,20.81343347,0.00852051,0.01251480,0.80845634,292,0.58178406,30.38892629,58.08474792,0.99287705,0.48019184,0.20454328,,,,,,,,,,,
SYN-0661,IFO-Hill,17.25168931,0.00452931,0.01141791,0.81559108,288,0.56798292,26.56860313,54.10714024,0.97232190,0.51185770,0.34085630,,,,,,,,,,,
SYN-0662,IFO-Hill,17.36449588,0.00790770,0.01321986,0.88147211,291,0.50041894,31.57513755,69.29680733,0.99781603,0.46211309,0.34435074,,,,,,,,,,,
SYN-0663,IFO-Valley,15.93801486,0.00527250,0.01055221,0.87404989,288,0.95057055,,,,,0.64926511,,,,,,,,29.11668658,79.98259494,0.35057800,0.81607444
SYN-0664,IFO-Valley,22.37724546,0.00797430,0.00406965,0.86827298,286,0.96149318,,,,,0.58744212,,,,,,,,38.52772426,96.16086691,0.27786358,0.87370813
SYN-0665,IFO-Slope,17.78901288,0.00826722,0.01261361,0.74922044,290,0.98391418,,,,,0.34645263,0.56234363,19.32367303,222.25475869,0.16339814,,,,,,,
SYN-0666,IFO-Valley,14.34961176,0.00714344,0.00821734,0.89332924,289,0.99504079,,,,,0.65148067,,,,,,,,26.14089956,101.30999409,0.31763735,0.88569540
SYN-0667,IFO-Hill,12.28267489,0.00509520,0.00972321,0.74718408,291,0.60324357,23.67573922,58.69579296,0.99847615,0.50536272,0.23383575,,,,,,,,,,,
SYN-0668,IFO-Bridge,20.92365503,0.00328004,0.00565902,0.86495176,290,0.66796321,,,0.98273694,,0.85026497,,,,,32.85865626,56.43911694,0.94502518,,,,
SYN-0669,IFO-Valley,19.43076642,0.00422564,0.00609720,0.72562174,297,0.97080776,,,,,0.69522562,,,,,,,,30.89804266,103.68662181,0.37438400,0.90987174
SYN-0670,IFO-Slope,18.74344027,0.00367646,0.01268844,0.89666211,292,0.99426340,,,,,0.31888976,0.51200883,10.31311440,168.00732736,0.15022290,,,,,,,
SYN-0671,IFO-Slope,16.42482807,0.00894947,0.01125393,0.89119642,291,0.98878462,,,,,0.32190799,0.48353505,12.82341050,207.46230518,0.09886146,,,,,,,
SYN-0672,IFO-Valley,16.58321589,0.00872042,0.00948840,0.74396974,281,0.95317969,,,,,0.61910781,,,,,,,,37.99087493,86.75627785,0.32413582,0.83183824
SYN-0673,IFO-Slope,10.54525928,0.00956601,0.01022473,0.73665847,292,0.99651847,,,,,0.25084898,0.63463551,12.54605141,219.81707134,0.08196487,,,,,,,
SYN-0674,IFO-Valley,23.01534211,0.00670376,0.00684080,0.82803258,295,0.98167170,,,,,0.58414462,,,,,,,,27.99188625,85.54234873,0.29211279,0.80297731
SYN-0675,IFO-Slope,22.78642854,0.00597800,0.00777754,0.75399098,294,0.96047368,,,,,0.25448959,0.65717838,16.59731908,188.25186101,0.12537424,,,,,,,
SYN-0676,IFO-Bridge,11.23939566,0.00640082,0.01308948,0.91824155,287,0.55437126,,,0.96864168,,0.81684151,,,,,27.09389486,55.32557891,0.94486138,,,,
SYN-0677,IFO-Hill,15.68604510,0.00306096,0.00470651,0.84523914,297,0.55661625,18.89970683,66.27779566,0.98366112,0.41845408,0.26382611,,,,,,,,,,,
SYN-0678,IFO-Slope,8.63783854,0.00424911,0.01233756,0.75353782,294,0.96701911,,,,,0.31447491,0.49251996,14.71894226,201.56937908,0.10711965,,,,,,,
SYN-0679,IFO-Slope,16.56292375,0.00711694,0.00993869,0.91057278,289,0.97655049,,,,,0.27444512,0.54088252,11.09949977,193.36871199,0.08627054,,,,,,,
SYN-0680,IFO-Valley,20.15541687,0.00895227,0.00455448,0.91350281,296,0.98516341,,,,,0.68714185,,,,,,,,26.75670459,91.44647570,0.36942408,0.78451783
SYN-0681,IFO-Hill,18.16471670,0.00781218,0.00517324,0.81549265,293,0.50289988,20.18168594,70.57632835,0.98510737,0.42232228,0.21838173,,,,,,,,,,,
SYN-0682,IFO-Hill,22.03574070,0.00838349,0.00901693,0.86226376,295,0.49880407,28.23084916,70.13116687,0.98250306,0.52504399,0.22642071,,,,,,,,,,,
SYN-0683,IFO-Slope,16.14974075,0.00843094,0.00775195,0.80358802,294,0.99366650,,,,,0.34242462,0.50604217,18.03498187,213.19643582,0.13161958,,,,,,,
SYN-0684,IFO-Hill,10.81015333,0.00557831,0.00754512,0.77800295,291,0.47466970,30.51406002,70.48263081,0.97452658,0.50798631,0.24518170,,,,,,,,,,,
SYN-0685,IFO-Valley,8.87398757,0.00388995,0.00580446,0.91388930,287,0.96260156,,,,,0.68234532,,,,,,,,29.46206206,104.02836948,0.42914186,0.91060441
SYN-0686,IFO-Valley,13.36334748,0.00402525,0.00511572,0.84849674,293,0.98747108,,,,,0.62759833,,,,,,,,32.85614194,87.65570848,0.29861389,0.89322721
SYN-0687,IFO-Valley,13.63981815,0.00345630,0.00787455,0.82252179,294,0.97969060,,,,,0.59142441,,,,,,,,37.03843789,104.58575521,0.29030879,0.79222630
SYN-0688,IFO-Slope,20.33798791,0.00482926,0.00646068,0.91743602,293,0.99771942,,,,,0.31980274,0.62514350,11.36551269,210.91170600,0.16686127,,,,,,,
SYN-0689,IFO-Valley,14.23288628,0.00711288,0.00729129,0.72118947,289,0.98505164,,,,,0.63540257,,,,,,,,34.51912307,79.82341898,0.40643598,0.87718667
SYN-0690,IFO-Hill,19.77084595,0.00914127,0.00925488,0.77772399,291,0.45164321,27.85830703,59.29592162,0.97382050,0.43330140,0.23500604,,,,,,,,,,,
SYN-0691,IFO-Slope,16.30749701,0.00300410,0.00491357,0.75771066,293,0.96743930,,,,,0.24187252,0.62352435,18.28755182,193.10551338,0.08976592,,,,,,,
SYN-0692,IFO-Slope,20.76668194,0.00438021,0.00882618,0.74628870,297,0.99348283,,,,,0.26219133,0.59545965,14.57619358,172.29947210,0.11303967,,,,,,,
SYN-0693,IFO-Hill,13.35589305,0.00414212,0.00428249,0.77772598,294,0.61701734,30.85637714,59.95739793,0.98277715,0.51060106,0.31344835,,,,,,,,,,,
SYN-0694,IFO-Slope,15.23379359,0.00757125,0.00896939,0.76397150,294,0.98397598,,,,,0.30841474,0.54360228,12.79175989,176.30081139,0.14485705,,,,,,,
SYN-0695,IFO-Valley,14.60249373,0.00496426,0.00908717,0.84740088,292,0.95675575,,,,,0.69547954,,,,,,,,41.60627586,88.67789483,0.31935299,0.90611397
SYN-0696,IFO-Valley,8.34570142,0.00887354,0.00566178,0.76601522,288,0.96292307,,,,,0.70716559,,,,,,,,31.19401478,103.88412383,0.37250960,0.87505112
SYN-0697,IFO-Valley,10.78644039,0.00362207,0.01327088,0.88336370,290,0.97003204,,,,,0.66123371,,,,,,,,27.23564154,79.62434246,0.42168432,0.91709162
SYN-0698,IFO-Slope,23.07002240,0.00652651,0.00757471,0.76752874,292,0.98869751,,,,,0.30621282,0.53357421,16.04411489,159.79154070,0.15387617,,,,,,,
SYN-0699,IFO-Valley,21.33006020,0.00583168,0.00996582,0.91570548,292,0.97913457,,,,,0.61258913,,,,,,,,40.63909679,84.54663073,0.41756831,0.78120614
SYN-0700,IFO-Bridge,12.46629897,0.00622663,0.00458873,0.89626714,288,0.57031902,,,0.99450256,,0.77706173,,,,,20.26171556,78.82024506,0.98669882,,,,
SYN-0701,IFO-Slope,22.93034944,0.00604341,0.00926170,0.80439390,296,0.97121952,,,,,0.30304740,0.61466052,15.13587957,224.12987278,0.13875252,,,,,,,
SYN-0702,IFO-Valley,21.01963548,0.00447710,0.00675253,0.72154703,293,0.98045020,,,,,0.58774609,,,,,,,,29.09982673,82.87405701,0.35317203,0.79429702
SYN-0703,IFO-Valley,18.08801061,0.00743961,0.01321634,0.84306589,296,0.99167447,,,,,0.62242819,,,,,,,,24.55069269,87.47254941,0.36646315,0.87558531
SYN-0704,IFO-Slope,22.95589246,0.00317200,0.00827330,0.79997350,298,0.97471215,,,,,0.30705603,0.63215990,15.45353440,219.29219181,0.15485324,,,,,,,
SYN-0705,IFO-Slope,21.27235019,0.00995628,0.00950308,0.80848359,291,0.96245191,,,,,0.32542149,0.61230987,12.99060501,207.06377223,0.17804399,,,,,,,
SYN-0706,IFO-Hill,21.09372654,0.00873561,0.00463635,0.91000722,292,0.57701388,18.51691115,70.88681293,0.98056593,0.44858130,0.24953368,,,,,,,,,,,
SYN-0707,IFO-Bridge,12.17160771,0.00915381,0.01314267,0.87125982,291,0.60244354,,,0.98779633,,0.84466996,,,,,21.67015520,74.40502289,0.95100568,,,,
SYN-0708,IFO-Slope,19.74764527,0.00726061,0.00919194,0.74885461,285,0.98829626,,,,,0.25814876,0.62699122,12.74302320,214.28809353,0.09214920,,,,,,,
SYN-0709,IFO-Hill,23.91917519,0.00356077,0.00549818,0.73861433,298,0.57438091,23.65131718,57.41968669,0.97613820,0.42906312,0.24428428,,,,,,,,,,,
SYN-0710,IFO-Bridge,18.34990243,0.00791256,0.00936242,0.86883755,293,0.59377882,,,0.98132508,,0.77848915,,,,,23.13298694,74.24655943,0.96642398,,,,
SYN-0711,IFO-Hill,21.35219311,0.00361907,0.00989397,0.80844422,290,0.59091560,27.00193867,72.35005535,0.97436188,0.51781128,0.21116837,,,,,,,,,,,
SYN-0712,IFO-Bridge,11.27979094,0.00350676,0.00712056,0.78880005,290,0.65295780,,,0.98632358,,0.79912795,,,,,22.09796537,57.80083293,0.97075645,,,,
SYN-0713,IFO-Hill,19.30745560,0.00711586,0.00680580,0.90798855,292,0.52883475,28.17976378,74.28031113,0.98625365,0.50393135,0.20511766,,,,,,,,,,,
SYN-0714,IFO-Slope,14.78954146,0.00863298,0.00442225,0.72245729,298,0.98991900,,,,,0.30855008,0.61567374,18.38157123,188.21890069,0.16562258,,,,,,,
SYN-0715,IFO-Bridge,13.29306589,0.00406425,0.00603075,0.73768072,295,0.66147242,,,0.98674576,,0.81196529,,,,,24.77872534,73.97529730,0.95716739,,,,
SYN-0716,IFO-Bridge,13.12128253,0.00507477,0.00923911,0.78757894,291,0.57113553,,,0.98712382,,0.82708539,,,,,33.97966611,76.67766173,0.98118090,,,,
SYN-0717,IFO-Hill,10.81015074,0.00620302,0.01291944,0.82321056,288,0.45272978,22.68816029,58.87671780,0.97146644,0.51155434,0.26527420,,,,,,,,,,,
SYN-0718,IFO-Valley,21.98090328,0.00343180,0.01058276,0.76975517,300,0.98955945,,,,,0.72637578,,,,,,,,36.45025769,100.30940569,0.38813415,0.81848137
SYN-0719,IFO-Bridge,8.32639603,0.00493351,0.00740649,0.88513554,299,0.54345574,,,0.98639469,,0.78506104,,,,,30.72424374,63.12794339,0.94445563,,,,
SYN-0720,IFO-Hill,23.18761637,0.00689776,0.01144146,0.74195605,295,0.48727636,23.97641811,66.40595363,0.98697305,0.43295147,0.27307563,,,,,,,,,,,
SYN-0721,IFO-Hill,22.73820227,0.00957713,0.01210437,0.86997697,294,0.59350448,23.77201032,62.76442692,0.97317876,0.46069003,0.20041585,,,,,,,,,,,
SYN-0722,IFO-Bridge,18.77439224,0.00463758,0.00694195,0.88953820,292,0.57482650,,,0.97400671,,0.81519627,,,,,21.64732963,74.22463627,0.94926895,,,,
SYN-0723,IFO-Slope,23.02805612,0.00875508,0.00787249,0.75600900,292,0.96437069,,,,,0.28034979,0.51697212,11.97055918,182.24712391,0.09622138,,,,,,,
SYN-0724,IFO-Valley,10.60951205,0.00329394,0.00420132,0.83575384,292,0.96372346,,,,,0.58314190,,,,,,,,26.82151074,90.83409375,0.37631709,0.78803107
SYN-0725,IFO-Hill,19.74913967,0.00376774,0.01225491,0.81886978,293,0.54485688,27.41587423,69.01272749,0.97001064,0.39482646,0.33207007,,,,,,,,,,,
SYN-0726,IFO-Slope,12.99410365,0.00929720,0.00896292,0.82852814,290,0.96663635,,,,,0.21698928,0.64646369,18.49785106,165.00771131,0.09227280,,,,,,,
SYN-0727,IFO-Slope,11.40088662,0.00690337,0.00975105,0.76694254,294,0.96681622,,,,,0.24927126,0.56912068,16.03064779,150.85381484,0.11314432,,,,,,,
SYN-0728,IFO-Hill,19.63287426,0.00977069,0.00790118,0.78192291,291,0.54392258,17.39262237,67.84440324,0.98956636,0.48573522,0.29524216,,,,,,,,,,,
SYN-0729,IFO-Slope,9.69032231,0.00595150,0.00783227,0.84788707,289,0.96820520,,,,,0.28858092,0.53000020,17.20264785,185.39072569,0.10862025,,,,,,,
SYN-0730,IFO-Bridge,11.24409687,0.00878368,0.00523153,0.91742227,293,0.56673337,,,0.97286016,,0.81607944,,,,,26.89428672,67.25083642,0.96173413,,,,
SYN-0731,IFO-Bridge,10.19434260,0.00386695,0.00705021,0.82763620,296,0.54427884,,,0.98232024,,0.78740136,,,,,28.11835592,59.62643932,0.96184415,,,,
SYN-0732,IFO-Slope,9.92723597,0.00806594,0.00989679,0.82204732,291,0.98016529,,,,,0.31844150,0.62362270,16.42959617,199.47460162,0.17563322,,,,,,,
SYN-0733,IFO-Bridge,17.53524666,0.00726341,0.01228470,0.90796440,289,0.58051358,,,0.98122306,,0.85617963,,,,,26.80669519,74.44691867,0.97292778,,,,
SYN-0734,IFO-Bridge,13.27958702,0.00549527,0.01209168,0.77709404,292,0.64154038,,,0.97995510,,0.79233333,,,,,25.79752445,59.25992892,0.93922853,,,,
SYN-0735,IFO-Valley,18.44189580,0.00396532,0.00921470,0.80982760,290,0.98604068,,,,,0.62212300,,,,,,,,28.46571927,104.24469497,0.37824719,0.78836835
SYN-0736,IFO-Hill,13.64682900,0.00941420,0.00444358,0.76896455,288,0.61758646,25.93132985,65.33483526,0.97566148,0.47653045,0.26710456,,,,,,,,,,,
SYN-0737,IFO-Bridge,8.13006707,0.00870724,0.00868750,0.72304298,290,0.68133625,,,0.97502145,,0.79433719,,,,,31.07960100,58.60615350,0.96902540,,,,
SYN-0738,IFO-Valley,15.56421833,0.00714758,0.00879748,0.83866800,290,0.98014608,,,,,0.63284898,,,,,,,,25.65308477,82.65750948,0.27944485,0.79739290
SYN-0739,IFO-Bridge,19.41494273,0.00301263,0.00696419,0.87787647,292,0.58693996,,,0.96263278,,0.78311223,,,,,20.56787705,77.26781400,0.94174304,,,,
SYN-0740,IFO-Hill,12.75332730,0.00797382,0.00576902,0.85255396,295,0.53259538,28.10934402,57.10643995,0.98726591,0.39762183,0.21880881,,,,,,,,,,,
SYN-0741,IFO-Slope,16.06722197,0.00552974,0.01192435,0.83648609,292,0.99412737,,,,,0.29195885,0.59776453,13.79388694,215.90764493,0.11552860,,,,,,,
SYN-0742,IFO-Slope,12.93704266,0.00939010,0.00959844,0.76726293,297,0.98388189,,,,,0.28063385,0.64767215,12.46457369,172.14359798,0.15904389,,,,,,,
SYN-0743,IFO-Hill,21.62417810,0.00757866,0.01256575,0.79264031,295,0.61336604,20.74029066,72.59834013,0.97086493,0.50539596,0.27748545,,,,,,,,,,,
SYN-0744,IFO-Valley,17.49885376,0.00603757,0.01129854,0.80582447,296,0.99185319,,,,,0.71845893,,,,,,,,35.59989299,80.97091327,0.32657489,0.82054549
SYN-0745,IFO-Valley,17.51617812,0.00687451,0.00971908,0.84663245,296,0.95643638,,,,,0.69560161,,,,,,,,41.23014060,93.74417929,0.42837721,0.91746070
SYN-0746,IFO-Bridge,11.72213302,0.00562207,0.00944581,0.73690529,291,0.62335443,,,0.97794129,,0.81783860,,,,,27.16141772,77.73435546,0.95475328,,,,
SYN-0747,IFO-Slope,10.96864753,0.00927447,0.00865151,0.77231745,290,0.99159090,,,,,0.22336383,0.60945797,12.39575452,156.39575241,0.08814191,,,,,,,
SYN-0748,IFO-Bridge,19.22540336,0.00626124,0.01186332,0.79603957,296,0.60803856,,,0.99991915,,0.79147955,,,,,21.63712941,69.22446162,0.96485785,,,,
SYN-0749,IFO-Slope,16.12020054,0.00507881,0.01097956,0.78406249,292,0.96745030,,,,,0.36076965,0.53435566,16.38996022,218.08858585,0.17530610,,,,,,,
SYN-0750,IFO-Hill,22.80743923,0.00826154,0.00855922,0.79407694,298,0.61209536,24.69735148,73.95263745,0.98723212,0.48347484,0.24809965,,,,,,,,,,,
SYN-0751,IFO-Hill,11.85229151,0.00904704,0.00482032,0.87314970,297,0.52978088,29.37564893,69.78555922,0.99498443,0.45339618,0.27343829,,,,,,,,,,,
SYN-0752,IFO-Valley,9.89872566,0.00531513,0.01229198,0.87267579,291,0.96137660,,,,,0.61632738,,,,,,,,31.57014878,92.89614310,0.38304854,0.89011516
SYN-0753,IFO-Bridge,22.96109877,0.00613963,0.01378793,0.87370219,292,0.64187059,,,0.97168392,,0.85253147,,,,,23.04328203,69.96126087,0.94978481,,,,
SYN-0754,IFO-Slope,17.12662467,0.00397252,0.00538523,0.90941941,290,0.98499075,,,,,0.28575298,0.61555276,17.56821861,194.24028218,0.13461949,,,,,,,
SYN-0755,IFO-Bridge,15.83993062,0.00696748,0.01194726,0.81041536,292,0.55305839,,,0.99451153,,0.79507006,,,,,30.62323751,67.23503564,0.98529568,,,,
SYN-0756,IFO-Hill,9.25531123,0.00732315,0.00556653,0.83111154,293,0.53686299,25.15463205,54.73045748,0.99153861,0.41339884,0.26852291,,,,,,,,,,,
SYN-0757,IFO-Bridge,9.38041980,0.00508371,0.01397341,0.91595847,292,0.55320419,,,0.99391885,,0.79841210,,,,,27.37067506,78.23526016,0.98150979,,,,
SYN-0758,IFO-Valley,20.00759709,0.00943131,0.00934655,0.79203560,291,0.97329531,,,,,0.65951224,,,,,,,,30.23692972,96.01692926,0.35587376,0.87686307
SYN-0759,IFO-Slope,9.95701384,0.00844849,0.00737247,0.77759262,293,0.99221072,,,,,0.29568828,0.62721975,14.71255187,157.05733741,0.17902507,,,,,,,
SYN-0760,IFO-Slope,8.60728262,0.00688246,0.00544302,0.72880371,292,0.97696359,,,,,0.28326698,0.56344875,19.83880064,210.41851005,0.09405301,,,,,,,
SYN-0761,IFO-Bridge,20.10284425,0.00348623,0.00539260,0.85850654,296,0.68063255,,,0.99285018,,0.85717105,,,,,22.63437202,56.35518238,0.95978598,,,,
SYN-0762,IFO-Hill,22.27614076,0.00367685,0.00451336,0.80222681,294,0.52231699,27.73383618,57.98123398,0.97451118,0.42658668,0.34031750,,,,,,,,,,,
SYN-0763,IFO-Hill,9.18102316,0.00798195,0.01185403,0.88954360,291,0.46506635,29.55634521,65.32459629,0.98980183,0.43281388,0.27179870,,,,,,,,,,,
SYN-0764,IFO-Hill,22.00136856,0.00485281,0.01165027,0.74787786,289,0.56917076,27.44772953,68.46001592,0.98650968,0.43240074,0.30854564,,,,,,,,,,,
SYN-0765,IFO-Hill,23.24237387,0.00520824,0.00641409,0.83437455,297,0.51922552,21.20743479,69.36330503,0.97559260,0.47743894,0.30595440,,,,,,,,,,,
SYN-0766,IFO-Valley,14.85251701,0.00656397,0.00598596,0.87948776,289,0.97578655,,,,,0.59705459,,,,,,,,34.00764000,89.39935731,0.28197960,0.79397116
SYN-0767,IFO-Hill,8.41886860,0.00775822,0.00469646,0.75843265,290,0.46663143,19.06076313,56.50189633,0.99367796,0.42660578,0.29868577,,,,,,,,,,,
SYN-0768,IFO-Valley,13.38505778,0.00317894,0.01369111,0.88589933,294,0.95020863,,,,,0.72304752,,,,,,,,27.26145184,93.20152008,0.42681788,0.82442803
SYN-0769,IFO-Slope,15.63621029,0.00836535,0.00724346,0.90523779,287,0.96581000,,,,,0.31052069,0.53114783,18.85510398,186.76040305,0.13613158,,,,,,,
SYN-0770,IFO-Bridge,9.04085068,0.00988336,0.00511479,0.84210934,291,0.69948295,,,0.99860545,,0.83039669,,,,,24.66033757,56.06132072,0.96612833,,,,
SYN-0771,IFO-Bridge,10.55848960,0.00637625,0.01331230,0.90928288,300,0.65587912,,,0.99221505,,0.86611583,,,,,28.56034266,60.81862520,0.95699769,,,,
SYN-0772,IFO-Hill,14.35104906,0.00823592,0.00550322,0.85294576,295,0.58546232,27.10474498,69.77115551,0.99882783,0.53388445,0.33511421,,,,,,,,,,,
SYN-0773,IFO-Valley,13.08071778,0.00663747,0.01103336,0.79899654,286,0.99345606,,,,,0.71929043,,,,,,,,35.74379990,93.61903559,0.33808018,0.87637177
SYN-0774,IFO-Valley,11.72869948,0.00402393,0.01380478,0.78414631,299,0.97199171,,,,,0.66352921,,,,,,,,32.98570887,91.55747427,0.39984544,0.84385113
SYN-0775,IFO-Hill,12.55369844,0.00469925,0.00941468,0.85434807,290,0.54878940,26.39105970,55.84408272,0.98879491,0.52025735,0.20988794,,,,,,,,,,,
SYN-0776,IFO-Slope,18.87170258,0.00912419,0.00801567,0.74195855,288,0.98787584,,,,,0.27167341,0.61230519,18.52861717,188.74381804,0.11942536,,,,,,,
SYN-0777,IFO-Valley,15.27402544,0.00370778,0.00715380,0.87635426,297,0.98442874,,,,,0.66525669,,,,,,,,41.33152997,97.66891200,0.32947820,0.89805155
SYN-0778,IFO-Bridge,15.09419976,0.00812715,0.00472481,0.72611774,295,0.67027937,,,0.99219986,,0.84761416,,,,,20.43021736,55.50271489,0.95198920,,,,
